D,L,Pe,anchored_return_ci_hi,anchored_return_ci_lo,anchored_return_rate,anchored_tail_count,anchored_tail_count_ci_hi,anchored_tail_count_ci_lo,ci_hi,ci_lo,coarse_anchored_rate,delta,discovery_fraction,discovery_fraction_ci_hi,discovery_fraction_ci_lo,discovery_fraction_ratio,discovery_fraction_ratio_ci_hi,discovery_fraction_ratio_ci_lo,endpoint_r2,endpoint_r2_ci_hi,endpoint_r2_ci_lo,estimate,exact_unique_fraction,expected_backtrack_rate,expected_slope,full_anchored_count,full_anchored_count_ci_hi,full_anchored_count_ci_lo,full_ci_hi,full_ci_lo,full_historical,full_historical_ci_hi,full_historical_ci_lo,full_historical_ratio,full_historical_ratio_ci_hi,full_historical_ratio_ci_lo,full_ratio_ci_hi,full_ratio_ci_lo,full_ratio_to_neutral,full_tail,gamma,high_dimension,historical_lag_1,historical_lag_1_ci_hi,historical_lag_1_ci_lo,historical_lag_32,historical_lag_32_ci_hi,historical_lag_32_ci_lo,historical_lag_8,historical_lag_8_ci_hi,historical_lag_8_ci_lo,horizon,horizon_per_state,informative_projection,kind,m,metric,model,new_state_ci_hi,new_state_ci_lo,new_state_rate,occupied_ci_hi,occupied_ci_lo,occupied_fraction,predicted_anchored_recurrent,predicted_cdt_separation,predicted_recurrent,projected_anchored_count,projected_anchored_count_ci_hi,projected_anchored_count_ci_lo,projected_ci_hi,projected_ci_lo,projected_historical,projected_historical_ci_hi,projected_historical_ci_lo,projected_historical_ratio,projected_historical_ratio_ci_hi,projected_historical_ratio_ci_lo,projected_ratio_ci_hi,projected_ratio_ci_lo,projected_ratio_to_neutral,projected_tail,quantitative_match,registered_label,self_repulsion,slope,slope_ci_hi,slope_ci_lo,states,suite,two_step_backtrack_rate,two_step_backtrack_rate_ci_hi,two_step_backtrack_rate_ci_lo
3,,,,,,,,,0.04024999999999999,0.015,,,,,,,,,,,,0.025,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,3,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,True,,,-1.2924812503605771,-0.2611821397260312,-2.06743929168036,,S1_projection,,,
3,,,,,,,,,0.022624999999999992,0.0,,,,,,,,,,,,0.01,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,3,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,True,,,-1.2924812503605771,-0.2611821397260312,-2.06743929168036,,S1_projection,,,
4,,,,,,,,,3.096125,2.193375,,,,,,,,,,,,2.475,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,1,tail_green_increment,,,,,,,,,True,True,,,,,,,,,,,,,,,,True,,,0.5334577319231264,0.7599125063924881,0.3261626747473315,,S1_projection,,,
4,,,,,,,,,3.8917499999999996,2.72625,,,,,,,,,,,,3.39,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,1,tail_green_increment,,,,,,,,,True,True,,,,,,,,,,,,,,,,True,,,0.5334577319231264,0.7599125063924881,0.3261626747473315,,S1_projection,,,
4,,,,,,,,,5.829,4.15675,,,,,,,,,,,,5.185,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,1,tail_green_increment,,,,,,,,,True,True,,,,,,,,,,,,,,,,True,,,0.5334577319231264,0.7599125063924881,0.3261626747473315,,S1_projection,,,
4,,,,,,,,,0.45862499999999995,0.19212500000000002,,,,,,,,,,,,0.36,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,2,tail_green_increment,,,,,,,,,True,True,,,,,,,,,,,,,,,,True,,,0.09381350158788541,0.3866612270213119,-0.44965259125192,,S1_projection,,,
4,,,,,,,,,0.47812499999999997,0.22212500000000002,,,,,,,,,,,,0.385,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,2,tail_green_increment,,,,,,,,,True,True,,,,,,,,,,,,,,,,True,,,0.09381350158788541,0.3866612270213119,-0.44965259125192,,S1_projection,,,
4,,,,,,,,,0.5686249999999999,0.20825,,,,,,,,,,,,0.41,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,2,tail_green_increment,,,,,,,,,True,True,,,,,,,,,,,,,,,,True,,,0.09381350158788541,0.3866612270213119,-0.44965259125192,,S1_projection,,,
4,,,,,,,,,0.132625,0.037375000000000005,,,,,,,,,,,,0.07,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,3,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,True,,,-0.4036774610288025,0.2765652811707916,-1.109792855845933,,S1_projection,,,
4,,,,,,,,,0.077625,0.0073750000000000005,,,,,,,,,,,,0.035,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,3,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,True,,,-0.4036774610288025,0.2765652811707916,-1.109792855845933,,S1_projection,,,
4,,,,,,,,,0.08524999999999998,0.015,,,,,,,,,,,,0.04,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,3,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,True,,,-0.4036774610288025,0.2765652811707916,-1.109792855845933,,S1_projection,,,
4,,,,,,,,,0.015,0.0,,,,,,,,,,,,0.005,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,4,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,False,,,,,,,S1_projection,,,
4,,,,,,,,,0.01762499999999999,0.0,,,,,,,,,,,,0.005,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,4,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,False,,,,,,,S1_projection,,,
4,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,4,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,False,,,,,,,S1_projection,,,
5,,,,,,,,,2.71725,1.859,,,,,,,,,,,,2.28,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,1,tail_green_increment,,,,,,,,,True,True,,,,,,,,,,,,,,,,True,,,0.6391228280349824,0.8460539190890325,0.4480299778785173,,S1_projection,,,
5,,,,,,,,,4.778625,3.281875,,,,,,,,,,,,3.98,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,1,tail_green_increment,,,,,,,,,True,True,,,,,,,,,,,,,,,,True,,,0.6391228280349824,0.8460539190890325,0.4480299778785173,,S1_projection,,,
5,,,,,,,,,6.773249999999999,4.504625,,,,,,,,,,,,5.53,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,1,tail_green_increment,,,,,,,,,True,True,,,,,,,,,,,,,,,,True,,,0.6391228280349824,0.8460539190890325,0.4480299778785173,,S1_projection,,,
5,,,,,,,,,0.7867499999999998,0.442125,,,,,,,,,,,,0.59,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,2,tail_green_increment,,,,,,,,,True,True,,,,,,,,,,,,,,,,True,,,-0.1717421191269049,0.3902642885297998,-0.677135677996018,,S1_projection,,,
5,,,,,,,,,0.7028749999999999,0.356875,,,,,,,,,,,,0.54,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,2,tail_green_increment,,,,,,,,,True,True,,,,,,,,,,,,,,,,True,,,-0.1717421191269049,0.3902642885297998,-0.677135677996018,,S1_projection,,,
5,,,,,,,,,0.6746249999999998,0.2495,,,,,,,,,,,,0.465,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,2,tail_green_increment,,,,,,,,,True,True,,,,,,,,,,,,,,,,True,,,-0.1717421191269049,0.3902642885297998,-0.677135677996018,,S1_projection,,,
5,,,,,,,,,0.17525,0.037375000000000005,,,,,,,,,,,,0.1,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,3,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,True,,,-0.6609640474436808,-0.08949179539424476,-1.0643465006089676,,S1_projection,,,
5,,,,,,,,,0.09262499999999999,0.014750000000000001,,,,,,,,,,,,0.04,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,3,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,True,,,-0.6609640474436808,-0.08949179539424476,-1.0643465006089676,,S1_projection,,,
5,,,,,,,,,0.07,0.015,,,,,,,,,,,,0.04,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,3,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,True,,,-0.6609640474436808,-0.08949179539424476,-1.0643465006089676,,S1_projection,,,
5,,,,,,,,,0.055,0.005,,,,,,,,,,,,0.025,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,4,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,False,,,,,,,S1_projection,,,
5,,,,,,,,,0.01,0.0,,,,,,,,,,,,0.005,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,4,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,False,,,,,,,S1_projection,,,
5,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,4,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,False,,,,,,,S1_projection,,,
5,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,5,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,False,,,,,,,S1_projection,,,
5,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,5,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,False,,,,,,,S1_projection,,,
5,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,5,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,False,,,,,,,S1_projection,,,
6,,,,,,,,,3.802875,3.07925,,,,,,,,,,,,3.385,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,1,tail_green_increment,,,,,,,,,True,True,,,,,,,,,,,,,,,,True,,,0.4135042060653186,0.531852237171287,0.22262992868916098,,S1_projection,,,
6,,,,,,,,,5.59575,4.241625,,,,,,,,,,,,5.04,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,1,tail_green_increment,,,,,,,,,True,True,,,,,,,,,,,,,,,,True,,,0.4135042060653186,0.531852237171287,0.22262992868916098,,S1_projection,,,
6,,,,,,,,,7.1395,4.8195,,,,,,,,,,,,6.005,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,1,tail_green_increment,,,,,,,,,True,True,,,,,,,,,,,,,,,,True,,,0.4135042060653186,0.531852237171287,0.22262992868916098,,S1_projection,,,
6,,,,,,,,,0.85025,0.476375,,,,,,,,,,,,0.62,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,2,tail_green_increment,,,,,,,,,True,True,,,,,,,,,,,,,,,,True,,,-0.041915795401735505,0.2948655417529046,-0.5911047436776079,,S1_projection,,,
6,,,,,,,,,0.7853749999999998,0.24475,,,,,,,,,,,,0.565,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,2,tail_green_increment,,,,,,,,,True,True,,,,,,,,,,,,,,,,True,,,-0.041915795401735505,0.2948655417529046,-0.5911047436776079,,S1_projection,,,
6,,,,,,,,,0.76525,0.39975000000000005,,,,,,,,,,,,0.585,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,2,tail_green_increment,,,,,,,,,True,True,,,,,,,,,,,,,,,,True,,,-0.041915795401735505,0.2948655417529046,-0.5911047436776079,,S1_projection,,,
6,,,,,,,,,0.202625,0.07237500000000001,,,,,,,,,,,,0.135,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,3,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,True,,,-0.9737662900529321,-0.28754785217453993,-1.7328441427128556,,S1_projection,,,
6,,,,,,,,,0.087625,0.0023750000000000004,,,,,,,,,,,,0.035,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,3,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,True,,,-0.9737662900529321,-0.28754785217453993,-1.7328441427128556,,S1_projection,,,
6,,,,,,,,,0.07,0.004750000000000001,,,,,,,,,,,,0.035,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,3,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,True,,,-0.9737662900529321,-0.28754785217453993,-1.7328441427128556,,S1_projection,,,
6,,,,,,,,,0.03762499999999999,0.005,,,,,,,,,,,,0.015,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,4,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,False,,,,,,,S1_projection,,,
6,,,,,,,,,0.01,0.0,,,,,,,,,,,,0.005,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,4,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,False,,,,,,,S1_projection,,,
6,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,4,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,False,,,,,,,S1_projection,,,
6,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,5,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,False,,,,,,,S1_projection,,,
6,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,5,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,False,,,,,,,S1_projection,,,
6,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,5,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,False,,,,,,,S1_projection,,,
6,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,6,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,False,,,,,,,S1_projection,,,
6,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,6,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,False,,,,,,,S1_projection,,,
6,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,6,tail_green_increment,,,,,,,,,False,False,,,,,,,,,,,,,,,,False,,,,,,,S1_projection,,,
,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.03762499999999999,0.0073750000000000005,,,,,,,4.783333333333327,0.2857142857142857,1.0,0.025,,,,,,,,,,,,32,,,neutral,,,,,,,,,,,,,,,,0.5248749999999999,0.26925,,,,,,,1.4988207547169807,0.5390994623655914,1.0,0.405,,,,,,,,S2_drift,,,
,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.04287499999999998,0.0,,,,,,,4.975000000000003,0.04090909090909091,1.0,0.025,,,,,,,,,,,,64,,,neutral,,,,,,,,,,,,,,,,0.60025,0.33475,,,,,,,1.726340361445783,0.6097843593414459,1.0,0.485,,,,,,,,S2_drift,,,
,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.015249999999999986,0.0,,,,,,,2.0,0.0,1.0,0.005,,,,,,,,,,,,128,,,neutral,,,,,,,,,,,,,,,,0.64625,0.317375,,,,,,,1.710059931506848,0.6605127965626751,1.0,0.5,,,,,,,,S2_drift,,,
,,0.22627416997969524,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,0.025249999999999984,0.0,,,,,,,1.5249999999999986,0.0,0.39999999999999997,0.01,,,,,,,,,,,,32,,,hidden,,,,,,,,,,,,,,,,0.4355,0.26737500000000003,,,,,,,1.8812549407114614,0.591764705882353,0.9012345679012345,0.365,,,,,,,,S2_drift,,,
,,0.32,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,0.04262499999999999,0.0,,,,,,,3.0500000000000007,0.0,0.6,0.015,,,,,,,,,,,,64,,,hidden,,,,,,,,,,,,,,,,0.502875,0.27925,,,,,,,1.584904692082111,0.5136475409836065,0.865979381443299,0.42,,,,,,,,S2_drift,,,
,,0.4525483399593905,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,128,,,hidden,,,,,,,,,,,,,,,,0.4841249999999999,0.236125,,,,,,,1.1964157706093186,0.4469902115936933,0.74,0.37,,,,,,,,S2_drift,,,
,,0.5656854249492381,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,0.01762499999999999,0.0,,,,,,,0.5,0.0,0.19999999999999998,0.005,,,,,,,,,,,,32,,,hidden,,,,,,,,,,,,,,,,0.3559999999999999,0.18,,,,,,,0.9155737704918032,0.4191242564441507,0.6790123456790124,0.275,,,,,,,,S2_drift,,,
,,0.8,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,0.01,0.0,,,,,,,0.8416666666666662,0.0,0.19999999999999998,0.005,,,,,,,,,,,,64,,,hidden,,,,,,,,,,,,,,,,0.61025,0.34900000000000003,,,,,,,1.6616528066528067,0.6614570197562001,1.041237113402062,0.505,,,,,,,,S2_drift,,,
,,1.1313708498984762,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,128,,,hidden,,,,,,,,,,,,,,,,0.5802499999999999,0.247125,,,,,,,1.6025735294117642,0.5297010869565217,0.87,0.435,,,,,,,,S2_drift,,,
,,1.1313708498984762,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,0.01787499999999998,0.0,,,,,,,1.0500000000000007,0.0,0.19999999999999998,0.005,,,,,,,,,,,,32,,,hidden,,,,,,,,,,,,,,,,0.5327499999999998,0.23,,,,,,,1.698,0.7006283068783069,1.0617283950617282,0.43,,,,,,,,S2_drift,,,
,,1.6,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,64,,,hidden,,,,,,,,,,,,,,,,0.85025,0.370375,,,,,,,1.9209294436906372,0.6804096488723952,1.2061855670103092,0.585,,,,,,,,S2_drift,,,
,,2.2627416997969525,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,128,,,hidden,,,,,,,,,,,,,,,,0.8217499999999999,0.3835,,,,,,,2.663141025641025,0.6722216945288754,1.14,0.57,,,,,,,,S2_drift,,,
,,2.2627416997969525,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,32,,,hidden,,,,,,,,,,,,,,,,0.3712499999999999,0.172125,,,,,,,1.0986969001148104,0.3415217391304348,0.6913580246913581,0.28,,,,,,,,S2_drift,,,
,,3.2,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,64,,,hidden,,,,,,,,,,,,,,,,0.5857499999999999,0.264,,,,,,,2.010294117647059,0.6025954198473282,0.9175257731958764,0.445,,,,,,,,S2_drift,,,
,,4.525483399593905,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,128,,,hidden,,,,,,,,,,,,,,,,0.6515,0.257375,,,,,,,1.646781994047619,0.5174328125000001,0.86,0.43,,,,,,,,S2_drift,,,
,,0.22627416997969524,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,0.012624999999999992,0.0,,,,,,,1.0,0.0,0.19999999999999998,0.005,,,,,,,,,,,,32,,,visible,,,,,,,,,,,,,,,,0.545,0.342375,,,,,,,1.8118181818181813,0.6170588235294118,1.1111111111111112,0.45,,,,,,,,S2_drift,,,
,,0.32,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,0.01762499999999999,0.0,,,,,,,0.7874999999999996,0.0,0.19999999999999998,0.005,,,,,,,,,,,,64,,,visible,,,,,,,,,,,,,,,,0.5505,0.232125,,,,,,,1.6134092253104668,0.5645779220779221,0.8556701030927835,0.415,,,,,,,,S2_drift,,,
