index,x,y,t_seconds,stroke
379,610,247,14.838081359863281,9
380,610,219,14.870835304260254,9
381,605,208,14.8868248462677,9
382,585,189,14.918833494186401,9
383,384,181,15.121776103973389,10
384,371,194,15.144829750061035,10
385,361,207,15.160997152328491,10
386,350,231,15.183962345123291,10
387,344,250,15.19953203201294,10
388,336,279,15.22397494316101,10
389,332,295,15.2425377368927,10
390,330,313,15.265170812606812,10
391,328,326,15.289024829864502,10
392,326,336,15.304880142211914,10
393,326,347,15.320727348327637,10
394,326,357,15.336864948272705,10
395,330,367,15.352705955505371,10
396,336,377,15.368935585021973,10
397,343,386,15.384958267211914,10
398,354,394,15.402303218841553,10
399,366,403,15.418117761611938,10
400,394,410,15.442105770111084,10
401,426,411,15.467047691345215,10
402,461,404,15.491981267929077,10
403,495,386,15.514287948608398,10
404,533,364,15.544658422470093,10
405,540,356,15.561983585357666,10
406,546,343,15.592747688293457,10
407,548,336,15.610169172286987,10
408,552,327,15.6261625289917,10
409,556,304,15.658374071121216,10
410,555,291,15.67494535446167,10
411,550,271,15.700749397277832,10
412,537,250,15.721136569976807,10
413,525,237,15.737939596176147,10
414,505,222,15.754992961883545,10
415,483,214,15.771177291870117,10
416,461,207,15.786993741989136,10
417,415,203,15.818841695785522,10
418,377,201,15.851418733596802,10
419,308,224,15.973763704299927,11
420,306,235,15.99601149559021,11
421,305,243,16.011868476867676,11
422,305,254,16.028212070465088,11
423,305,270,16.04419755935669,11
424,306,290,16.061280012130737,11
425,312,338,16.091769695281982,11
426,317,358,16.10913395881653,11
427,324,374,16.12540888786316,11
428,332,383,16.141003608703613,11
429,344,391,16.158825874328613,11
430,383,407,16.188711404800415,11
431,405,415,16.204678535461426,11
432,424,420,16.22200036048889,11
433,448,419,16.238096952438354,11
434,491,411,16.270140647888184,11
435,510,402,16.286146640777588,11
436,534,378,16.316914081573486,11
437,539,362,16.33263373374939,11
438,544,342,16.349876642227173,11
439,555,307,16.3823504447937,11
440,556,292,16.399754524230957,11
441,555,264,16.427977323532104,11
442,553,246,16.44699215888977,11
443,549,234,16.463005542755127,11
444,544,218,16.479199647903442,11
445,533,193,16.510833263397217,11
446,529,187,16.535125970840454,11
447,525,184,16.55823302268982,11
448,520,181,16.575050830841064,11
449,504,173,16.60980796813965,11
450,479,171,16.633816242218018,11
451,442,173,16.657891988754272,11
452,337,230,16.786001205444336,12
453,333,244,16.81003999710083,12
454,332,263,16.831955432891846,12
455,331,278,16.84775185585022,12
456,331,291,16.86354160308838,12
457,331,307,16.87943434715271,12
458,333,322,16.89521312713623,12
459,335,339,16.911134481430054,12
460,337,354,16.92982053756714,12
461,341,370,16.951830863952637,12
462,346,381,16.977984189987183,12
463,350,390,16.99362349510193,12
464,360,408,17.022784948349,12
465,370,413,17.042464017868042,12
466,382,418,17.05966544151306,12
467,400,421,17.08347249031067,12
468,426,414,17.106011390686035,12
469,451,404,17.121734380722046,12
470,479,394,17.13828468322754,12
471,513,382,17.154130458831787,12
472,551,366,17.16914439201355,12
473,569,350,17.18713116645813,12
474,579,337,17.203118085861206,12
475,584,310,17.233278274536133,12
476,583,290,17.251173496246338,12
477,573,255,17.28495693206787,12
478,559,228,17.308793783187866,12
479,538,204,17.33118510246277,12
480,519,190,17.34988522529602,12
481,476,174,17.379932403564453,12
482,432,165,17.411935091018677,12
483,386,164,17.443542003631592,12
484,373,165,17.459993362426758,12
485,360,170,17.48408555984497,12
486,328,312,17.63513159751892,13
487,329,319,17.65105628967285,13
488,333,333,17.66900086402893,13
489,336,342,17.685184717178345,13
490,344,355,17.70902967453003,13
491,350,363,17.72507405281067,13
492,358,373,17.741413116455078,13
493,375,387,17.76641297340393,13
494,410,404,17.797699689865112,13
495,430,408,17.813523530960083,13
496,470,408,17.846110105514526,13
497,488,406,17.862158060073853,13
498,506,390,17.893936157226562,13
499,525,356,17.926642894744873,13
500,528,327,17.95712900161743,13
501,532,291,17.990930557250977,13
502,532,273,18.007077932357788,13
503,532,261,18.022140741348267,13
504,529,241,18.055017471313477,13
505,524,232,18.087116241455078,13
506,514,223,18.12013268470764,13
507,507,220,18.137585163116455,13
508,494,211,18.168428421020508,13
509,489,208,18.184091567993164,13
510,486,204,18.201319456100464,13
511,478,201,18.233833074569702,13
512,473,200,18.24957776069641,13
513,441,205,18.28296947479248,13
514,308,278,18.434527158737183,14
515,310,291,18.4502055644989,14
516,312,303,18.46631407737732,14
517,315,314,18.482495546340942,14
518,321,331,18.498545169830322,14
519,329,345,18.516160488128662,14
520,341,368,18.538188219070435,14
521,356,389,18.562899589538574,14
522,364,396,18.578989267349243,14
523,372,401,18.5950288772583,14
524,384,404,18.61102318763733,14
525,410,405,18.635118007659912,14
526,447,396,18.659327030181885,14
527,480,386,18.676103353500366,14
528,543,367,18.708029747009277,14
529,569,359,18.72314167022705,14
530,582,350,18.73897671699524,14
531,589,337,18.755035400390625,14
532,592,327,18.770944833755493,14
533,594,306,18.78686785697937,14
534,594,286,18.802932500839233,14
535,594,266,18.818745613098145,14
536,593,245,18.834962844848633,14
537,585,227,18.851036548614502,14
538,576,212,18.866811513900757,14
539,566,202,18.882665872573853,14
540,558,195,18.898462772369385,14
541,545,188,18.915993213653564,14
542,522,182,18.94988179206848,14
543,482,178,18.977869510650635,14
544,458,177,18.995984315872192,14
545,435,177,19.012299299240112,14
546,410,178,19.028180360794067,14
547,308,333,19.231773376464844,15
548,311,338,19.253976821899414,15
549,314,343,19.269957780838013,15
550,318,349,19.28592038154602,15
551,328,361,19.30180525779724,15
552,340,373,19.317922830581665,15
553,353,385,19.334023475646973,15
554,365,392,19.349933624267578,15
555,375,396,19.36593461036682,15
556,384,396,19.38197660446167,15
557,396,396,19.397867918014526,15
558,416,396,19.413798570632935,15
559,440,396,19.4297935962677,15
560,467,392,19.44712543487549,15
561,525,381,19.479313611984253,15
562,562,357,19.510934114456177,15
563,567,345,19.526933193206787,15
564,570,327,19.54293417930603,15
